movie_name,Country,Release Date,IMDB Rating,Metascore,TomatoMeter,production_budget,domestic_box_office,international_box_office,rating,genre,Total Box Office,ROI
Death at a Funeral,"USA, Germany, UK, Netherlands",07 Sep 2007,7.6,80,29%,20000000,8580428,38210000,R,Comedy,46790428,233.95%
Death at a Funeral,"USA, Germany, UK, Netherlands",07 Sep 2007,7.6,80,29%,21000000,42739347,6237886,R,Comedy,48977233,233.22%
Freedom Writers,"Germany, USA",05 Jan 2007,7.5,64,70%,21000000,36605602,7027007,PG-13,Drama,43632609,207.77%
Michael Clayton,USA,12 Oct 2007,7.2,82,91%,21500000,49033882,43953769,R,Drama,92987651,432.50%
Molière,France,31 Jan 2007,7.2,59,69%,21600000,635733,155421,PG-13,Comedy,791154,3.66%
The Game Plan,USA,28 Sep 2007,6.1,44,29%,22000000,90648202,55942785,PG,Comedy,146590987,666.32%
Black Book,"Netherlands, Germany, UK, Belgium",18 May 2007,7.7,71,76%,22000000,4398532,22839822,R,Thriller/Suspense,27238354,123.81%
1408,USA,22 Jun 2007,6.8,64,80%,22500000,71985628,59277742,R,Horror,131263370,583.39%
In the Valley of Elah,USA,28 Sep 2007,7.1,65,74%,23000000,6777741,17711409,R,Drama,24489150,106.47%
Hitman,"France, USA",21 Nov 2007,6.3,35,28%,24000000,39687694,59447877,R,Action,99135571,413.06%
War,"USA, Canada",24 Aug 2007,6.2,36,36/100,25000000,22486409,18200000,R,Action,40686409,162.75%
Mr. Bean's Holiday,"UK, France, Germany, USA",24 Aug 2007,6.4,56,51%,25000000,33302167,201679175,G,Adventure,234981342,939.93%
Good Luck Chuck,"USA, Canada",21 Sep 2007,5.6,19,5%,25000000,35017297,24166524,R,Romantic Comedy,59183821,236.74%
Hot Rod,USA,03 Aug 2007,6.7,43,39%,25000000,13938332,396069,PG-13,Comedy,14334401,57.34%
August Rush,"USA, South Korea",21 Nov 2007,7.5,38,37%,25000000,31664162,34217941,PG,Drama,65882103,263.53%
No Country for Old Men,"USA, Mexico",21 Nov 2007,8.1,91,93%,25000000,74273505,89762248,R,Action,164035753,656.14%
There Will Be Blood,USA,25 Jan 2008,8.2,93,92%,25000000,40222514,36986197,R,Drama,77208711,308.83%
The Hoax,USA,20 Apr 2007,6.6,70,33%,25000000,7164995,0,R,Drama,7164995,28.66%
Bridge to Terabithia,USA,16 Feb 2007,7.1,74,85%,25000000,82234139,55750649,PG,Drama,137984788,551.94%
Martian Child,USA,02 Nov 2007,6.8,48,35%,27000000,7500310,1851779,PG,Drama,9352089,34.64%
Knocked Up,USA,01 Jun 2007,6.9,85,90%,27500000,148761765,70504187,R,Romantic Comedy,219265952,797.33%
Rendition,USA,19 Oct 2007,6.8,55,47%,27500000,9736045,17203880,R,Thriller/Suspense,26939925,97.96%
We Own the Night,USA,12 Oct 2007,6.8,59,57%,28000000,28563179,26744678,R,Drama,55307857,197.53%
No Reservations,USA,27 Jul 2007,6.3,50,42%,28000000,43107979,48835977,PG,Romantic Comedy,91943956,328.37%
DOA: Dead or Alive,"UK, Germany, Japan, USA",15 Jun 2007,4.8,38,33%,30000000,480314,7275372,PG-13,Action,7755686,25.85%
P.S. I Love You,USA,21 Dec 2007,7.0,39,39/100,30000000,53695808,102073870,PG-13,Romantic Comedy,155769678,519.23%
30 Days of Night,"USA, New Zealand",19 Oct 2007,6.6,53,51%,30000000,39568996,40707160,R,Horror,80276156,267.59%
Genghis Khan: To the Ends of the Earth and Sea,Japan,03 Mar 2007,6.3,N/A,52%,30000000,3892,4870606,R,Drama,4874498,16.25%
Atonement,"UK, France, USA",11 Jan 2008,7.8,85,83%,30000000,50980159,78799569,R,Drama,129779728,432.60%
Evening,"USA, Germany",29 Jun 2007,6.5,45,27%,30000000,12406646,478928,PG-13,Drama,12885574,42.95%
The Assassination of Jesse James by the Coward Robert Ford,"USA, Canada, UK",19 Oct 2007,7.5,68,76%,30000000,3909149,11404482,R,Western,15313631,51.05%
The Number 23,USA,23 Feb 2007,6.4,N/A,8%,32000000,35193167,42400000,R,Thriller/Suspense,77593167,242.48%
Dragon Wars: D-War,South Korea,14 Sep 2007,3.5,33,30%,32000000,10977721,68937640,PG-13,Action,79915361,249.74%
TMNT,"Hong Kong, USA",23 Mar 2007,6.2,41,34%,35000000,54149098,41946920,PG,Action,96096018,274.56%
Lions for Lambs,USA,09 Nov 2007,6.2,47,27%,35000000,14998070,48213018,R,Drama,63211088,180.60%
Walk Hard: The Dewey Cox Story,USA,21 Dec 2007,6.8,63,74%,35000000,18317151,2288902,R,Comedy,20606053,58.87%
License to Wed,"USA, Australia",03 Jul 2007,5.3,25,7%,35000000,43799818,26387270,PG,Romantic Comedy,70187088,200.53%
Virgin Territory,"Italy, UK, France, Luxembourg",23 Jul 2008,4.8,N/A,23%,38000000,0,5473041,R,Drama,5473041,14.40%
Because I Said So,USA,02 Feb 2007,5.7,26,4%,39000000,42674040,26864793,PG-13,Comedy,69538833,178.30%
Shoot 'Em Up,USA,07 Sep 2007,6.7,49,67%,39000000,12796824,14000000,R,Action,26796824,68.71%
The Hunting Party,"USA, Croatia, Bosnia and Herzegovina, Mexico",21 Sep 2007,6.8,54,55%,40000000,876671,6852881,R,Adventure,7729552,19.32%
The Reaping,USA,05 Apr 2007,5.6,36,8%,40000000,25126214,37100000,R,Horror,62226214,155.57%
Nomad,Hong Kong,26 Nov 1982,6.8,N/A,71/100,40000000,79123,0,R,Drama,79123,0.20%
The Water Horse,"New Zealand, UK, Australia",25 Dec 2007,6.4,71,77%,40000000,40412817,63016938,PG,Drama,103429755,258.57%
Sunshine,"UK, USA",27 Jul 2007,7.2,64,27%,40000000,3688560,28342050,R,Thriller/Suspense,32030610,80.08%
Love in the Time of Cholera,"USA, Mexico, UK",16 Nov 2007,6.4,43,41%,45000000,4617608,26459810,R,Drama,31077418,69.06%
The Bucket List,USA,11 Jan 2008,7.4,42,24%,45000000,93466502,81340943,PG-13,Comedy,174807445,388.46%
Resident Evil: Extinction,"France, Australia, Germany, UK, USA, Mexico, Canada, Japan",21 Sep 2007,6.3,41,53%,45000000,50648679,99222424,R,Action,149871103,333.05%
Across the Universe,"USA, UK",12 Oct 2007,7.3,56,89%,45000000,24343673,5023470,PG-13,Musical,29367143,65.26%
3:10 to Yuma,USA,07 Sep 2007,7.7,76,16%,48000000,53606916,17564909,R,Western,71171825,148.27%
Hannibal Rising,"UK, Czech Republic, France, Italy, USA",09 Feb 2007,6.2,35,89%,50000000,27669725,52913586,R,Thriller/Suspense,80583311,161.17%
Eastern Promises,"UK, Canada, USA",21 Sep 2007,7.6,82,84%,50000000,17181265,38895823,R,Thriller/Suspense,56077088,112.15%
Grindhouse,"USA, Canada",06 Apr 2007,7.5,77,34%,53000000,25031037,25156752,R,Horror,50187789,94.69%
Elizabeth: The Golden Age,"UK, France, Germany, USA",12 Oct 2007,6.8,45,28%,55000000,16285240,58585626,PG-13,Drama,74870866,136.13%
Alvin and the Chipmunks,USA,14 Dec 2007,5.2,39,29%,55000000,217326974,145278059,PG,Adventure,362605033,659.28%
Lucky You,"USA, Germany, Australia",04 May 2007,5.9,49,14%,55000000,5755286,766543,PG-13,Drama,6521829,11.86%
Wild Hogs,USA,02 Mar 2007,5.8,27,61%,60000000,168213584,85341799,PG-13,Comedy,253555383,422.59%
300,"USA, Canada, Bulgaria, Australia",09 Mar 2007,7.6,52,47%,60000000,210614939,243546996,R,Action,454161935,756.94%
Shooter,USA,23 Mar 2007,7.2,53,70%,60000000,47003582,48534978,R,Thriller/Suspense,95538560,159.23%
Blades of Glory,USA,30 Mar 2007,6.3,64,15%,61000000,118594548,27000000,PG-13,Comedy,145594548,238.68%
The Last Legion,"UK, France, Slovakia, Tunisia, Italy, Bulgaria",17 Aug 2007,5.4,37,44%,67000000,5932060,19425711,PG-13,Action,25357771,37.85%
The Brave One,USA,14 Sep 2007,6.7,56,76%,70000000,36793804,32998900,R,Drama,69792704,99.70%
Stardust,"UK, USA",10 Aug 2007,7.6,66,28%,70000000,38634938,98387307,PG-13,Adventure,137022245,195.75%
Next,USA,27 Apr 2007,6.2,42,87%,70000000,18211013,55380487,PG-13,Action,73591500,105.13%
The Simpsons Movie,"USA, North Korea, South Korea",27 Jul 2007,7.3,80,51%,72500000,183135014,343936008,PG-13,Adventure,527071022,726.99%
The Kingdom,"USA, Germany, United Arab Emirates",28 Sep 2007,7.0,56,91%,72500000,47467250,39042352,R,Action,86509602,119.32%
Hairspray,"USA, UK, Canada",20 Jul 2007,6.6,81,82%,75000000,118871849,84163723,PG,Musical,203035572,270.71%
Charlie Wilson's War,"USA, Germany",21 Dec 2007,7.0,67,19%,75000000,66661095,52851676,R,Drama,119512771,159.35%
The Invasion,"USA, Australia",17 Aug 2007,5.9,45,89%,80000000,15074191,25072851,PG-13,Thriller/Suspense,40147042,50.18%
Zodiac,USA,02 Mar 2007,7.7,78,93%,85000000,33080084,50000000,R,Thriller/Suspense,83080084,97.74%
Enchanted,USA,21 Nov 2007,7.0,75,15%,85000000,127706877,212677264,PG,Romantic Comedy,340384141,400.45%
I Now Pronounce You Chuck & Larry,USA,20 Jul 2007,5.9,37,70%,85000000,119725280,65983182,PG-13,Comedy,185708462,218.48%
Ocean's Thirteen,USA,08 Jun 2007,6.9,62,81%,85000000,117144465,194600000,PG-13,Adventure,311744465,366.76%
American Gangster,"USA, UK",02 Nov 2007,7.8,76,79%,100000000,130164645,137820811,R,Drama,267985456,267.99%
Surf's Up,USA,08 Jun 2007,6.7,64,82%,100000000,58867694,86528051,PG,Adventure,145395745,145.40%
Live Free or Die Hard,"USA, UK",27 Jun 2007,7.1,69,26%,110000000,134529403,247758744,PG-13,Action,382288147,347.53%
Ghost Rider,"USA, Australia",16 Feb 2007,5.2,35,37%,120000000,115802596,113742993,PG-13,Action,229545589,191.29%
Fantastic 4: Rise of the Silver Surfer,"USA, Germany, UK, Hong Kong",15 Jun 2007,5.6,45,92%,120000000,131921738,157558953,PG,Action,289480691,241.23%
The Bourne Ultimatum,"USA, Germany, France, Spain",03 Aug 2007,8.0,85,68%,130000000,227471070,216572326,PG-13,Thriller/Suspense,444043396,341.57%
Ratatouille,USA,29 Jun 2007,8.0,96,77%,150000000,206445654,420104041,G,Adventure,626549695,417.70%
Harry Potter and the Order of the Phoenix,"UK, USA",11 Jul 2007,7.5,71,71%,150000000,292137260,650939197,PG-13,Adventure,943076457,628.72%
Beowulf,"USA, UK",16 Nov 2007,6.2,59,58%,150000000,82280579,112800000,PG-13,Adventure,195080579,130.05%
Transformers,USA,03 Jul 2007,7.0,61,42%,151000000,319246193,389026399,PG-13,Action,708272592,469.05%
Shrek the Third,USA,18 May 2007,6.1,58,23%,160000000,322719944,484610992,PG,Adventure,807330936,504.58%
Evan Almighty,USA,22 Jun 2007,5.4,37,18%,175000000,100289690,73841639,PG,Comedy,174131329,99.50%
Rush Hour 3,"USA, Germany",10 Aug 2007,6.2,44,42%,180000000,140125968,116459914,PG-13,Action,256585882,142.55%
The Golden Compass,"UK, USA",07 Dec 2007,6.1,51,63%,205000000,70107728,297154830,PG-13,Adventure,367262558,179.15%
Spider-Man 3,USA,04 May 2007,6.2,59,44%,258000000,336530303,558329927,PG-13,Adventure,894860230,346.85%
Pirates of the Caribbean: At World's End,USA,25 May 2007,7.1,50,83%,300000000,309420425,654000000,PG-13,Adventure,963420425,321.14%
Fifty Dead Men Walking,"UK, Canada",21 Aug 2009,6.9,57,17%,10000000,0,997921,R,Drama,997921,9.98%
The Oxford Murders,"Spain, UK, France",02 Jul 2010,6.1,N/A,74%,10000000,4803,17699328,R,Thriller/Suspense,17704131,177.04%
Nick and Norah's Infinite Playlist,USA,03 Oct 2008,6.6,64,15%,10000000,31487293,2398724,PG-13,Drama,33886017,338.86%
Over Her Dead Body,USA,01 Feb 2008,5.2,30,80%,10000000,7570127,14025947,PG-13,Comedy,21596074,215.96%
Kit Kittredge: An American Girl,"USA, Canada",02 Jul 2008,6.5,63,46%,10000000,17657973,0,G,Drama,17657973,176.58%
My Blueberry Nights,"China, France, USA, Hong Kong",28 Nov 2007,6.6,52,35%,10000000,866778,21332218,PG-13,Drama,22198996,221.99%
"Run, Fat Boy, Run","UK, USA",28 Mar 2008,6.6,48,82%,10000000,6003262,27508998,PG-13,Comedy,33512260,335.12%
The Good the Bad the Weird,South Korea,17 Jul 2008,7.3,69,28%,10000000,128486,42098171,R,Action,42226657,422.27%
"War, Inc.",USA,13 Jun 2008,5.6,37,13%,10000000,580862,718993,R,Black Comedy,1299855,13.00%
Saw V,"Canada, USA",24 Oct 2008,5.8,20,59%,10800000,56746769,61463009,R,Horror,118209778,1094.53%
The Secret Life of Bees,USA,17 Oct 2008,7.3,57,63%,11000000,37780486,2213861,PG-13,Drama,39994347,363.58%
High School Musical 3,USA,24 Oct 2008,4.8,57,22%,11000000,90559416,183833464,G,Musical,274392880,2494.48%
The Eye,"USA, Canada",01 Feb 2008,5.4,36,56%,12000000,31418697,26159068,PG-13,Thriller/Suspense,57577765,479.81%
Quarantine,"USA, Spain",10 Oct 2008,5.9,53,24%,12000000,31691811,10232963,R,Horror,41924774,349.37%
Charlie Bartlett,"USA, Canada",22 Feb 2008,7.0,54,67%,12000000,3950294,1345615,R,Comedy,5295909,44.13%
Cadillac Records,USA,05 Dec 2008,7.0,65,54%,12000000,8195551,746965,R,Drama,8942516,74.52%
Married Life,"USA, Canada",28 Mar 2008,6.2,65,84%,12000000,1506998,1468190,PG-13,Drama,2975188,24.79%
Rachel Getting Married,USA,31 Oct 2008,6.7,82,31%,12000000,12796861,4678614,R,Drama,17475475,145.63%
The Boy in the Striped Pajamas,"UK, USA",26 Nov 2008,7.8,55,86%,12500000,9046156,35037247,PG-13,Drama,44083403,352.67%
The Girl with the Dragon Tattoo,"USA, Sweden, Norway",21 Dec 2011,7.8,71,30%,13000000,12749992,96671919,R,Thriller/Suspense,109421911,841.71%
The Girl with the Dragon Tattoo,"USA, Sweden, Norway",21 Dec 2011,7.8,71,30%,90000000,102515793,136858177,R,Thriller/Suspense,239373970,265.97%
The Girl with the Dragon Tattoo,"USA, Sweden, Norway",21 Dec 2011,8.2,75,21%,13000000,12749992,96671919,R,Thriller/Suspense,109421911,841.71%
The Girl with the Dragon Tattoo,"USA, Sweden, Norway",21 Dec 2011,8.2,75,21%,90000000,102515793,136858177,R,Thriller/Suspense,239373970,265.97%
Slumdog Millionaire,"UK, USA, India",25 Dec 2008,8.0,84,37%,14000000,141330703,243199737,R,Drama,384530440,2746.65%
The Lucky Ones,USA,26 Sep 2008,6.9,53,49%,14000000,266967,0,R,Drama,266967,1.91%
Transsiberian,"UK, Germany, Spain, Lithuania",05 Sep 2008,6.7,72,52%,15000000,2203641,4175934,R,Thriller/Suspense,6379575,42.53%
Funny Games,"USA, France, UK, Austria, Germany, Italy",04 Apr 2008,6.6,44,73%,15000000,1294640,6905487,R,Thriller/Suspense,8200127,54.67%
U2 3D,USA,22 Feb 2008,8.3,83,84%,15000000,12898847,13271555,G,Concert/Performance,26170402,174.47%
In Bruges,"UK, USA",29 Feb 2008,7.9,67,41%,15000000,7800825,26732958,R,Comedy,34533783,230.23%
The Rocker,USA,20 Aug 2008,6.2,53,66%,15000000,6409528,2357810,PG-13,Comedy,8767338,58.45%
The Countess,"France, Germany",25 Jun 2009,6.2,N/A,98%,15000000,0,3436763,R,Drama,3436763,22.91%
The Yellow Handkerchief,USA,19 Nov 2009,6.7,62,67%,15500000,318623,0,PG-13,Drama,318623,2.06%
Welcome to the Sticks,France,27 Feb 2008,7.1,N/A,14%,16000000,1477650,245996847,Not Rated,Comedy,247474497,1546.72%
Vicky Cristina Barcelona,"Spain, USA",15 Aug 2008,7.1,70,67%,16000000,23216709,81288108,PG-13,Comedy,104504817,653.16%
The Women,USA,12 Sep 2008,5.0,27,66%,16000000,26902075,23201733,PG-13,Comedy,50103808,313.15%
Dragon Hunters,"France, Luxembourg, Germany",26 Mar 2008,6.6,N/A,28%,17000000,0,13446115,PG-13,Adventure,13446115,79.09%
How She Move,"Canada, USA, France",25 Jan 2008,3.5,63,7%,17000000,7070641,1537174,PG-13,Drama,8607815,50.63%
Prom Night,"USA, Canada",11 Apr 2008,3.9,17,87%,18000000,43869350,13324305,PG-13,Horror,57193655,317.74%
RocknRolla,"UK, USA, France",31 Oct 2008,7.3,53,30%,18000000,5700626,22093713,R,Action,27794339,154.41%
Tell No One,"France, UK",01 Nov 2006,7.5,82,85%,18500000,6198883,27755135,Not Rated,Thriller/Suspense,33954018,183.54%
Sex Drive,USA,17 Oct 2008,6.5,49,85%,19000000,8402485,2010000,R,Comedy,10412485,54.80%
The Baader Meinhof Complex,"Germany, France, Czech Republic",25 Sep 2008,7.4,76,80%,19700000,476270,16022557,R,Action,16498827,83.75%
Ghost Town,"USA, France",19 Sep 2008,6.7,72,61%,20000000,13367624,16590604,PG-13,Romantic Comedy,29958228,149.79%
The Bank Job,"UK, USA, Australia",07 Mar 2008,7.2,69,45%,20000000,30060660,36082345,R,Thriller/Suspense,66143005,330.72%
Three Kingdoms,"China, South Korea, Hong Kong",03 Apr 2008,6.2,N/A,12%,20000000,0,22139590,R,Action,22139590,110.70%
The Children of Huang Shi,"Australia, China, Germany, USA",13 Jun 2008,7.0,49,2%,20000000,1031872,7189828,R,Drama,8221700,41.11%
An American Carol,USA,03 Oct 2008,4.1,20,93%,20000000,7013191,8992,PG-13,Comedy,7022183,35.11%
Strange Wilderness,USA,01 Feb 2008,5.3,12,0%,20000000,6575282,371802,R,Comedy,6947084,34.74%
Milk,USA,30 Jan 2009,7.5,84,33%,20000000,31841299,25452072,R,Drama,57293371,286.47%
One Missed Call,"USA, Japan, Germany, UK",04 Jan 2008,4.0,24,61%,20000000,26890041,17623425,PG-13,Horror,44513466,222.57%
Meet the Browns,USA,21 Mar 2008,4.4,45,44%,20000000,41975388,0,PG-13,Comedy,41975388,209.88%
Flash of Genius,"Canada, USA",03 Oct 2008,7.0,57,65%,20000000,4442377,61734,PG-13,Drama,4504111,22.52%
Lakeview Terrace,USA,19 Sep 2008,6.1,47,1%,20000000,39263506,5557793,PG-13,Thriller/Suspense,44821299,224.11%
Be Kind Rewind,"UK, France, USA",22 Feb 2008,6.4,52,76%,20000000,11175164,19719083,PG-13,Comedy,30894247,154.47%
Disaster Movie,USA,29 Aug 2008,1.9,15,40%,20000000,14190901,22529851,PG-13,Comedy,36720752,183.60%
Appaloosa,USA,03 Oct 2008,6.7,64,11%,20000000,20211394,7700059,R,Western,27911453,139.56%
Beverly Hills Chihuahua,"USA, Mexico",03 Oct 2008,3.8,41,14%,20000000,94514402,59703766,PG,Adventure,154218168,771.09%
The Stepfather,USA,16 Oct 2009,5.6,33,68%,20000000,29062561,165000,PG-13,Thriller/Suspense,29227561,146.14%
My Best Friend's Girl,USA,19 Sep 2008,5.9,34,79%,20000000,19219250,15567861,R,Comedy,34787111,173.94%
"Synecdoche, New York",USA,05 Feb 2009,7.6,67,36%,20000000,3083538,1300000,R,Drama,4383538,21.92%
Doubt,USA,25 Dec 2008,7.5,68,40%,20000000,33446470,19744631,PG-13,Drama,53191101,265.96%
Street Kings,USA,11 Apr 2008,6.8,55,38%,20000000,26418667,39039144,R,Thriller/Suspense,65457811,327.29%
Passchendaele,Canada,17 Oct 2008,6.4,N/A,23%,20000000,4452423,904,Not Rated,Drama,4453327,22.27%
Swing Vote,USA,01 Aug 2008,6.1,47,22%,21000000,16289867,1300000,PG-13,Comedy,17589867,83.76%
Never Back Down,USA,14 Mar 2008,6.6,39,65%,21000000,24850922,14468879,PG-13,Action,39319801,187.24%
Mad Money,USA,18 Jan 2008,5.8,41,39%,22000000,20668843,4375214,PG-13,Comedy,25044057,113.84%
Traitor,USA,27 Aug 2008,7.0,61,94%,22000000,23530831,4351395,PG-13,Thriller/Suspense,27882226,126.74%
Igor,"USA, France",19 Sep 2008,6.0,40,41%,22000000,19528602,11484747,PG,Adventure,31013349,140.97%
Rogue,Australia,08 Nov 2007,6.2,N/A,65%,23000000,10452,4662925,R,Horror,4673377,20.32%
The Longshots,USA,22 Aug 2008,5.4,52,77%,23000000,11511323,267073,PG,Drama,11778396,51.21%
Zack and Miri Make a Porno,USA,31 Oct 2008,6.5,56,64%,24000000,31457946,5398360,R,Comedy,36856306,153.57%
Cloverfield,USA,18 Jan 2008,7.0,64,11%,25000000,80048433,91253793,PG-13,Action,171302226,685.21%
Stop-Loss,USA,28 Mar 2008,6.4,61,81%,25000000,10915744,313291,R,Drama,11229035,44.92%
Deception,USA,25 Apr 2008,6.1,31,43%,25000000,4598506,8251527,R,Thriller/Suspense,12850033,51.40%
Gran Torino,"Germany, USA",09 Jan 2009,8.1,72,44%,25000000,148095302,126447783,R,Drama,274543085,1098.17%
The House Bunny,USA,22 Aug 2008,5.5,55,48%,25000000,48237389,23153212,PG-13,Comedy,71390601,285.56%
Blindness,"Brazil, Canada, Japan, UK, Italy",03 Oct 2008,6.6,45,58%,25000000,3073392,16979566,R,Thriller/Suspense,20052958,80.21%
Fly Me to the Moon,Philippines,04 Jan 1988,5.6,N/A,75%,25000000,14543943,28986338,G,Adventure,43530281,174.12%
The Ruins,"USA, Germany, Australia",04 Apr 2008,5.9,44,50%,25000000,17432844,5477719,R,Horror,22910563,91.64%
W.,"USA, Australia, Hong Kong, Switzerland, China",17 Oct 2008,6.3,56,62%,25100000,25534493,3041285,PG-13,Drama,28575778,113.85%
Pineapple Express,USA,06 Aug 2008,6.9,64,65%,26000000,87341380,15062639,R,Comedy,102404019,393.86%
What Just Happened,USA,31 Oct 2008,5.6,N/A,23%,27000000,1090947,1321176,R,Comedy,2412123,8.93%
The Duchess,"UK, Italy, France, USA",10 Oct 2008,6.9,62,77%,27000000,13848978,31311132,PG-13,Drama,45160110,167.26%
The Sisterhood of the Traveling Pants 2,USA,06 Aug 2008,6.2,63,36%,27000000,44089964,180167,PG-13,Adventure,44270131,163.96%
Role Models,"Germany, USA",07 Nov 2008,6.8,61,5%,28000000,67300955,27199871,R,Comedy,94500826,337.50%
How to Lose Friends & Alienate People,UK,03 Oct 2008,6.4,35,83%,28000000,2775593,9255850,R,Comedy,12031443,42.97%
Frost/Nixon,"UK, France, USA",23 Jan 2009,7.7,80,2%,29000000,18622031,9830914,R,Drama,28452945,98.11%
88 Minutes,"USA, Germany, Canada",18 Apr 2008,5.9,17,41%,30000000,16930884,16024515,R,Thriller/Suspense,32955399,109.85%
Forgetting Sarah Marshall,USA,18 Apr 2008,7.1,67,64%,30000000,63172463,42000579,R,Comedy,105173042,350.58%
Meet the Spartans,USA,25 Jan 2008,2.8,9,35%,30000000,38233676,46413155,PG-13,Comedy,84646831,282.16%
27 Dresses,USA,18 Jan 2008,6.1,47,63%,30000000,76808654,83439151,PG-13,Romantic Comedy,160247805,534.16%
Baby Mama,USA,25 Apr 2008,6.0,55,51%,30000000,60494212,3676235,PG-13,Comedy,64170447,213.90%
Pride and Glory,"USA, Germany",24 Oct 2008,6.6,45,15%,30000000,15740721,27700000,R,Drama,43440721,144.80%
The Reader,"Germany, USA",30 Jan 2009,7.6,58,26%,32500000,34194407,78770468,R,Drama,112964875,347.58%
Doomsday,"UK, USA, South Africa, Germany",14 Mar 2008,6.0,51,31%,33000000,11008770,10612418,R,Action,21621188,65.52%
Mirrors,"USA, Romania, Germany",15 Aug 2008,6.2,35,16%,35000000,30691439,46529157,R,Horror,77220596,220.63%
Untraceable,USA,25 Jan 2008,6.2,32,16%,35000000,28687835,23962116,R,Thriller/Suspense,52649951,150.43%
The Young Victoria,"UK, USA",08 Jan 2010,7.3,64,36%,35000000,11001272,20877619,PG,Drama,31878891,91.08%
Superhero Movie,USA,28 Mar 2008,4.5,33,29%,35000000,26638520,46387782,PG-13,Comedy,73026302,208.65%
Max Payne,"USA, Canada",17 Oct 2008,5.4,31,78%,35000000,40689393,47085657,PG-13,Action,87775050,250.79%
21,USA,28 Mar 2008,6.8,48,33%,35000000,81159365,78687064,PG-13,Thriller/Suspense,159846429,456.70%
21,USA,28 Mar 2008,6.3,80,96%,35000000,81159365,78687064,PG-13,Thriller/Suspense,159846429,456.70%
Punisher: War Zone,"USA, Canada, Germany",05 Dec 2008,5.9,30,49%,35000000,8050977,2106557,R,Action,10157534,29.02%
Burn After Reading,"USA, UK, France",12 Sep 2008,7.0,63,51%,37000000,60355347,107812451,R,Black Comedy,168167798,454.51%
Space Chimps,USA,18 Jul 2008,4.5,36,62%,37000000,30105968,36923988,G,Adventure,67029956,181.16%
Twilight,USA,21 Nov 2008,5.2,56,53%,37000000,192769854,209510305,PG-13,Drama,402280159,1087.24%
Nim's Island,USA,04 Apr 2008,6.0,55,11%,37000000,48006762,53850663,PG,Adventure,101857425,275.29%
